reviews,Performance and Stability,Payment,Content,Satisfaction
Padahal premier udah jaringan bagus tapi tetep delay trus kalo nonton anehh,neg,,,neg
"Nonton tv jadi lebih mudah dan menyenangkan, semoga berkembang terus maju",,,,pos
Apaan udah beli paket diamond biar bisa nonton EPL . Gilaran udah beli mau nonton malah konten ini tidak tersedia d negaramu. Ngapain kluar di play store server malaysia . Kocak . Mending refund aja dana gw yg buat beli paket diamond.,neg,neg,,neg
"Dalam hal metode pembayaran, punya saya belum aktif langsung padahal saya sudah membayar nya",,neg,,
Aplikasi buat nonton mudah mudah paket masih terjangkau,pos,pos,,
"Filemnya bagus² siihh.. Tpi bayarnya mahal juga, di smbungin ke tv pun, keluar² terus, akun yg di tv pun g bs di ganti pake akun kita sendri, akun indihome dikasihnya pusing lh..",neg,neg,pos,neg
"Apl gak jelas, saya sdh topup buat beli paket gak aktif aktif, padahal saya sudah melakukan pembayaran...!!!",,neg,,neg
saya kurangi bintangnya karena sering error nonton timnas U-19 . mohon segera diperbaiki kualitasnya. !!!,neg,,,neg
Seneng si ada video buat nonton lengkap makin mudah :),pos,,pos,pos
Pengennya berlangganan tapi ternyata 1 akun cuman bisa 1 perangkat.. Ya gak jadi deh..,neg,,,
Lumayan bagus ya ka ini si buat nnton video yg ekslusif untuk kita yg ga bisa nnton di tv,,,,pos
Mantap saya suka menonton tv tapi kalau iklanya gak ada lebih mantep tuh,,,neg,pos
sangat membatu untuk nonton bola,,,,pos
Aplikasi paling sampah yang pernah ada gue coba buka malah ngerefresh terus ga login2,neg,,,neg
"Aktifin paketnya susah amat, akun belum di verifikasi padahal kemaren bisa",,neg,,
"Huhuu mff y,aku kira dulu ini Aplikasi tidak premium eh ternyata harus bayar Makanya aku kasi bintang 1,maaf yaa Bukannya Saya g bisa bayar Tapi Aku kira ini apkny g bayar sekali lagi maaf yaa🙏🏻",,neg,,neg
Kadang sering buffering padahal signal lancar.,neg,,,
"Mau bayar langganan premium gagal terus, ga jelas amat",neg,,,neg
kurang bagus sebab tidak bisa nyimpan video ke memori hp,neg,,,neg
"Di vidio nonton enk bgt. Kualitasnya jg bagus. Sinetron,drama sama filmnya keren²",pos,,pos,pos
Apk g bagus 😏 masa 1 detik ud lelet pada lah baru ngisi paket ud banyak iklan ny 🖕 tolong y di bagusin lagi,neg,,neg,neg
"Sangat murah dan berkualitas, dan saya berharap terus ada peningkatan ya",,pos,,pos
Kurangi lah tingkatkan update yg tiap bulan selalu muncul,neg,,,
Apk bagus apalagi lht acara acara pavorit klu ketinggalan jadi bisa lihat lagi di apk ini,,,pos,pos
Langganan platinum masih ada iklannya terus,,,neg,
"Ini gimana saya sudah membeli paket premier 1 tahun, tapi malah gak aktif paket nya tolong segera diperiksa min!!",,neg,,
Kenapa pembayaran lewat alfamart sudah tidak tersedia di metode pembayaran?,,neg,,
Tidak bisa nyari eps kisah walisongo sebelumnya. Tolong tingkatkan lagi,,,neg,neg
Harus berlangganan dulu baru bisa nonton.emng gabisa pake paket data ya min,,neg,,
Aplikasi yang sangat berguna!!!!!!!!!!!!!!!!!!!untuk nonton semua film kesukaan,,,,pos
Apl hiburan yg menarik dan bisa menghibur disaat penat....top,,,,pos
Gua beli kode di Tokopedia ga bisa di pakai Okee gua turutin isi saldo google play pas mau bayar gagal oke gua isi pulsa gagal juga Kalo ga buat nonton ucl males bgt ni apk buang buang duit,,neg,,neg
hri ni murah bngt pkt premium hnya 29 ribu bsa nnton bola spuas nya.dn n nnton tv spuas nya trima ksih..brharap ad promo besar2 rn lg.trima ksih,,pos,,pos
Aplikasinya bagus banget aku bisa lihat serial serial yang aku suka di aplikasi vidio,,,,pos
Bagus aplikasixa tp terlalu banyak iklan,,,neg,pos
"Aplikasi ini aku suka, kenapa aku suka karna bisa nonton yang terlewatkan tak perlu lagi nonton di TV 😉😉😉",,,pos,pos
Terlalu banyak iklan jd males buat download juga,,,neg,neg
Logingnya lama ya saat di Download?? Padahal jaringan wfi-nya kencang.,neg,,,
Gk jelas apa apa angelag terus aku mau ulang lagi karna lag malah ada iklan terus gangguan mulu tapi di vidio orang lain gk padahal hp ku gk kenapa napa,neg,,neg,neg
Banyak iklannya aja sih tolong dpertimbangkan ya untuk iklannya,,,neg,neg
"udah didowload, udah berlangganan , data on, tapi masih eror aja,",neg,,,
Udah beli paket premier tapi nonton di aplikasinya malah gk bisa.. Malah rugi pulsa Telkomsel saya..,neg,,,neg
"kenapa tidak bisa premier, padahal saya barusan hari ini beli paket nya, cumn gabisa digunain, seengganya klo gabisa ya kembali in lagi uang saya",,neg,,
"Gx bisa streaming, nonton timnas di indosiar. Aplikasi tak berguna",,,neg,neg
Streaming bola telat 3menit yg laen udh goall sini masih larii haduuhh . tambah pelem barunya dong.,neg,,neg,neg
Layanan berbayar dengan siaran pertandingan olahraga yang bafering ketika partai besar,neg,,,
bagusss tapi sayang kalau mau nonton mini seriesnya hrus berlanganan dan bayar:(,,neg,,pos
"Sejauh ini keren sih, berani nayangin live liga Inggris, keren keren keren!",,,pos,pos
"bagus banget deh, tapi apa ga semua video gratis yha, tolong bantu jawab ya kak🙏",,neg,,pos
"Sudah bnyk iklan lama banget dan mutar2 gak jelas, mentang2 free watch",neg,,neg,
Vidio error' terus ketika saya sedang menonton live sepakbola. Sangat mengganggu,neg,,,neg
"Maaf kenapa vidio saya mau nonton kok gak bisa mutar lagi,, padahal biasanya enak bget aplikasi ini",neg,,,
"Makin di Update ko Chanel nya pda ilangan yah, bukan nya tambah lebih bagus, ko meresahkan yah...",,,neg,neg
"aplikasi ini sangat berguna untuk menonton bola,film dan anime🗿👍",,,neg,neg
Saya sudah aktifkan paket premier platinum tp kenapa tidak ada 1pun yg bisa sy nonton,,neg,,
Suka banget nonton disini.... film nya bagus2 👍,,,pos,pos
"Kesel banget sama aplikasi ini, mau pembayaran kok susah banget gimana sih.. 😡😡",,neg,,neg
vidio sangat bagus ..saya sangat suka .pokoknya ❤❤❤,,,,pos
"Aplikasi ini sangat lemot banget dan kalau kembali masih ada suaranya,👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿",neg,,,
"Pembayaran premier sudah dilakukan, namun paket premier belum juga aktif",,neg,,
"Payment terdebet 4 Kali tapi di Aplikasi payment gagal, Ada admin yang bisa bantu kah",,neg,,
saya bintang lima vidio nya bagus banget harus buruan download aplikasi vidio tapi kan tolong masukan GTV MNC TV SAMA RCTI yah kak pelis kalau bisah saya bikin bitang 100 yah pelis,,,neg,pos
Baddddd bangeeeeetttttttt!!!!!!! Sinyal gw bagus loh padahal buat nonton macet² 😒dah kek sinyal di pelosok astagfirullah,neg,,,neg
"Maaf min bintang 1, biar cepet di respon, untuk naruto tolong si oanjutin min, certinya nggantung banget, tolong lanjut ke naruto shippunden.",,,neg,neg
sudah berbayar yg platinum dan diamond masih saja untuk nnton film error parah,neg,,,
Kenapa sih kalo nonton sering gangguan tolong dong di perbaiki lagi.,neg,,,neg
bagus banget aplikasinya makanya saya kasih bintang 5,,,,pos
Kenapa aplikasi ini selalu loding tru menerusnya padahal saya main you tube lancar2 aja kenapa pas di vidio loding trus harus segera di bener ini jaring vidio memakan koata saja,neg,,,
Tolong pembayaran nya di uba seperti dulu. Aku setengah mati mau perpanjang langganan,,neg,,neg
"Terima kasih buat tontonan yang menarik dan menghibur Vidio,maju terus dan terus berkembang",,,pos,pos
"Kualitas oke, cuman kebanyakan iklannya",pos,,neg,
Vidio sering lelet karena sinyal tidak stabil,neg,,,
Bagus tetapi klo sinyal jelek percuma..ngeleg,neg,,,pos
Kesini karna ada anime onepiece nya... Semoga tambah lengkap lagi dri berbagai genre,,,pos,
Aplikasi ini sangat berguna untuk menonton bola dan lain lainya terima kasih aplikasi video.,,,pos,pos
Oke sih tpi bnyak iklan nya tlong dong jan ada iklannya ribet jdinya,,,neg,pos
Suka banget dng Aplikasi ini gak ada iklan dan minim kendala,pos,,pos,pos
Nonton timnas aja bayar.. dasar aplikasi kapitalis.. harusnya klo buat indonesia gratis aja.. sm negara sendiri ko perhitungan.. amit amit dahhh ni aplikasi..,,neg,,neg
"Menyenangkan gunakan aplikasi video, semoga kedepannya lebih baik lagi, terima kasih.",,,,pos
Bagus banget nih apk tpi bisa g di gratiskn soalnya susah klo mau nonton,,neg,,pos
Bagus tapi yg baru download kalau mau nonton agak lama loading nya y....,neg,,,pos
Kalo bisa saya mohon live bola indonesia harus ada fitur gratisnya bisa tidak,,neg,,
Perlu diperbaiki. Sering error. Lemot juga,neg,,,neg
Tolong bisa di ubah lagi ni iklan banyak banget,,,neg,neg
Banyak iklannnn baru juga nonton iklan lagi iklan lagii malas jadinyaa,,,neg,neg
Aku dah pernah donlod Vidio ini tapi pas nonton sering patah² lepas patah² ahirnya saya hapus soalnya kenapa gw gak suka masak gagal menemukan konten terus,neg,,,neg
Gak jlas padahai udah di beli yg platinum 1 blan tpi masih aja gak bisa di tnton lagi bri 1..aneh bner,,neg,,neg
Sering error dan kebanyakan iklan,neg,,neg,
Tidak di proses pembayaran pulsa udah berkurang,,neg,,
"Beli paket di XL tidak terkoneksi dengan Video, sangat aneh",,neg,,neg
"tlg tambahkan maksimal resolusi sampai 1080p.,.",neg,,,
Bagus tapi akhir akhir ini sering loading ... nontonnya jadi ganggu banget 😥,neg,,,neg
Sangat layak untuk di jadikan tempat hiburan dan cukup lengkap,,,pos,pos
Aplikasi sekarang serba cuan APKLIkasi gk guna emang ini video nya gk bsa dilihat ful lgi emang yg bikin apk ini tlol gk ada otak,,neg,neg,neg
"Terima kasih video!! Dengan adanya aplikasi video,saya dapat nonton bola Livestreaming",,,pos,pos
"Sangat membantu untuk menonton motogp bila saat di perjalanan,,,",,,pos,pos
"aplikasi jelas boongan masa untuk nonton indosar dll aja harus bli premium padahal tinggal nonton di tv digital aja, jangan kalian download aplikasi sampah ini",,neg,,neg
"Blm memuaskan,alasannya kenapa net tv tidak bisa live,kenapa harus menonton tiktok,trimakasih",,,neg,neg
"Aplikasi ga jelas, saya udah beli platinum di hp platinum di laptop engga",,neg,,neg
"Rugi gua udah bayar tapi nonton Persib baru 5 mnt keluar sendiri,pas di buka lagi ada tulisan yuk berlangganan Kan gua udah bayar gimana sih nih video",neg,neg,,neg
"Udah terlanjur paketin setahun, pake netflix lancar jaya. Sebelum nyesel langganan vidio, baca2 dulu review netizen",neg,,,neg
"Masih suka tiba2 gak bisa nonton eror,kwalitas gambar udh bagus",neg,,,
Iklan yang terdapat divideo sangat banyak Dan itu sangat mengganggu,,,neg,neg
Ini gimana sih kok gak bsa beli lewat pulsa ribet amat sekarang mau berlangganan,,neg,,
"Keluar sendiri, bnyak iklan, videonya terpotong",neg,,neg,
"Terima kasih banget untuk aplikasi vidio nya sangat membantu untuk rekan"" yg sedang berkerja",,,,pos
"Paraah, entah bingung aku. Jaringan lancar tapii streaming sepakbolaa muterrr terussssss",neg,,,neg
"Akhir akhir ini gangguan terus,bikin gk nyaman nonton ny mles",neg,,,neg
"Kenapa streaming BRI liga 1 tidak bisa terus, Hanya gambar aja",neg,,,
"Tolong bis iklan ny terlalu banyak,,,",,,neg,
"Maaf ya saya cuman kasih bintang 4 ,kalau bisa aplikasi nya di perbaiki internet x , Kalau udah lancar saya kadih bintang 5",neg,,,neg
Servernya ngak stabil menjengkelkan kalau sementara menonton malah terhenti buffering,neg,,,neg
"Kenapa bagian RCTI nya ngak ada ya, apa saya emng yg ngak ada, sayang banget padahal RCTI bnyak film bagus",,,neg,
Motode pembayaran pakai pulsa nya tidak bisa di pilih,,neg,,
"Pas mau login ke akun sih udah beres, tapi gambar tidak muncul",neg,,,
Aplikasi nya bagus cuman pilihan tv nya dikit ga ada rtv pula,,,neg,pos
"Baik, cuma uploadnya terlambat, tdk langsung hari tayang ybs",,,neg,pos
"match seru malah buffering gajelas, padahal streaming di yt lancar, komentator juga jelek banget pemilihan diksi dan intonasi",neg,,,
"Apk gk ad untung ajggg, dibayar habis tu online pula , gk perlu dibayar harusnya syukur dipke banyak org, emag bego yg buat apk, demi 30 rb kehilangan 1 jt penonton yg males buat berlangganan",neg,neg,,neg
kenapa keterangan episode udah tayang keterangan 48mnt trnyta stlh dibuka smua episode isinya cuma trailer 2mnt aja tolong dong diperbaiki lg,,,neg,neg
Kebanyakan iklannya dari pada film nya😑,,,neg,
"Besar harapan saya siaran TV-nya diperluas lagi. Global TV channel yang saya tunggu nantinya. Semoga direspon baik oleh developer, terima kasih.",,,neg,
Bintang satu aja jelek aplikasiny sekrang iklanny melebihi televisi ...udah lemot bnyak iklan lg dsar aplikasi taiiiiiiiiiii,neg,,neg,neg
"Sy sudah melakukan pembayaran 2 kali masih gk bisa buka,jd gk bisa ntn final ucl.gk jlas vidio",,neg,,neg
Knapa cenel tv nya ga lengkap dulu pas pake aplikasi ini lengkap cenel nya tapi skarang ga lengkap,,,neg,
"Tolong dong,ini tulisannya Gratis tpi di suruh bayar gmna sii👁️💦👄💦👁️.Video tdk ramah Bintang Satu😞⭐",,neg,,neg
Tolong dong kak tayangngin lagi sinetron anak jalanan yang pemeran Stefan William masa dihapus gara gara ada anak jalanan new beginning sih ..... Aku pengen nntn film film jaman dulu kak cuma itu yang gak ada,,,neg,
"Bagus banget apk vidio ini ,awalnya ak kira bakal habisin kuota eh ternyata nggak dong makasih udh dibikinin apk vidio jadi ak bisa nonton senetron faforit ak mks",pos,,pos,pos
"Kenapa ngk ada bayar premium pake pulsa disaya ka?,padahal udah versi terbaru😭.mau nonton bola timnas indonesia harus byr",,neg,,
video memang d best pokoknya,,,,pos
Lengkap berbagai tontonan hiburan serta olah raga,,,pos,
iklannya sangat menggangu dan bikin error,neg,,neg,
Ini aplikasi jelek banget padahal saya baru donlowad udah banyak iklan hah,,,neg,neg
"Mantep Aplikasinya, jadi bisa nonton Liga Champions 👍🔥",,,pos,pos
"Gak seru, episodenya di sinetron gak full. Pas nonton TV, tiba-tiba ngeganti channel.",neg,,neg,neg
"Bagaimana saya harus berlangganan dari Taiwan, saya suka app tapi kenapa tidak bisa di buka harus berlangganan dulu, kalo iya bagaimana cara bayar nya?",,neg,,
Tolong ditambah lagi Chanel TV nya biar lengkap Masih banyak Chanel TV nya yang tidak ada,,,neg,
lumayan bagus lah aplikasi nya tapi chanel tv nya masih belum lengkap.,,,neg,pos
"Bagus bisa buat lihat tv, sayangnya kok film yg asli dari vidio harus bayar dulu",,neg,,pos
Sama aja upgrade ga upgrade kwalitas siaran putus putus.,neg,,,
Woy ini kenapa saya mau berlangganan paket efl kok gk bisa padahal pulsa udah ada,,neg,,
Saya kasih bintang 3.. Sdh berlangganan premium.. Pulsa pun te kurang.. Tapi tidak ada konfirmasi.. Jadi ini gimana?,,neg,,neg
apk nya berulang kali di download ga bisa ga jelas banget mau nonton seriga terakhir 2,,,,neg
Belum... Nonton yg apdetan yg terbaru... Yg aku pinta jangan loading terus y vidio ataupun lemot yaa...,neg,,,
"Saya sudah berlangganan, tapi masih tetap tidak bisa nonton final champions,. Gimana solusinya vidio????",,neg,,
"Percuma lah beli platinum, ttp ada yg ga bisa di tonton",,neg,,
"Global TV Kok gak ada Padahal aku download,cuma mau nonton Spongebob Tapi malah gak ada Global TV nya....BINTANG SATU",,,neg,neg
Saya sudah bayar tapi tetap statusnya tidak aktif konten premium,,neg,,
Banyak amat iklannya...males bat..kek nonton iklan bukan film.sekian,,,neg,neg
"Saya sudah sudah membayarmengaktifkan langganan primer 7 hari, tapi layanan primer tidak aktif. Jadi maaf saya beri bintang 1",,neg,,neg
"Sudah mengaktifkan layanan premium, namun tidak dapat digunakan👎",,neg,,
Kenapa sih kok gak bisa muter video padahal jaringan nya lancar loh??,neg,,,
"Aplikasi nya keren banget bisa nonton sepak bola, formula 1,liga 1,piala presiden,dan sinetron indo",,,pos,pos
"Mohon maaf admin, saya mau komplain ttg pembayaran paket yg sudah dilakukan namun belum jg diproses. Sudah email, blm dibalas²",,neg,,
"Tolong lah di permudah saya mau pake yg satu bulan, tapi ko susah bnget yah malahan d persulit",,neg,,neg
"ga jelas,udah beli membership tetep aja error error",neg,,,neg
Sudah bayar di indomaret nonton liga champions.. Tapi gak masuk paketnya,,neg,,
Ketika nonton di web kok lag ya tapi nonton di aplikasi lancar aneh,neg,,,neg
sangat senang dan bagus tayanganx,,,pos,pos
"Harus langganan ya kalo non tonton live, vision+ ga harus langganan tuh... Buat apaan langganan kalo d tv juga ad..... Bad lah pokoknya.... Cuan....cuan...cuan....",,neg,,neg
Streaming video di aplikasi ini boros kuota internet! Tidak seperti di aplikasi YouTube👎,neg,,,
Bagus siih tapi sayang sinyalnya sama iklanya di perbaiki dulu,neg,,neg,pos
Bug ketika mau berlangganan premier layar putih terus,neg,,,
Wah bagus banget dan ada vidio anak anak juga dan film nyah bagus bagus,,,pos,pos
Subtitlenya atau terjemahannya tidak ada yah tolong ditambahin subtitle,,,neg,
Kenapa ya aku juga tau aku ga premium tapi kenapa gabisa nonton yang premium nya yaa,,neg,,
"Aplikasi vidio dah bagus tapi tolong tambahin metode pembayaran Telkomsel dong, Terima kasih 🙏",,neg,,pos
"vidio patut dikasih bintang 1 di play store, orang udah premier masih aja iklan 15 detik tiap ganti scene pas nonton tayangan ulang lsts 🙃🙃 buat apa premier kalo masih kena iklan lol",,,neg,neg
"Udah bayar paket, tapi keterangan di aplikasinya belum punya paket. Kesel gue!!!",,neg,,neg
video in lemod banged gak kayak mola klo udah langganan ya lancar... in ngadat mulu pdhal udh byar si... app apaan in byar tp ngadat mulu huuuuuu,neg,,,neg
Kebanyakan update dan makin kesini iklannya makin banyak.,neg,,neg,
Kesel sih sering kali gk bisa nonton acara live yg mau di tonton malah di alihkan ke acara lain...padahalkan kita nonton jga berbayar mending aja kalo gratis...,,neg,neg,neg
Gak suka terlalu banyak iklan nya tapi tetep aku kasih bintang 5,,,neg,pos
Terlalu lambat proses verifikasi paket.. jadi percuma beli kalau yg ditonton keduluan selesai,,neg,,
Oke Banget Tentunya untuk digunakan sebagai bahan Pertimbangan dalam Jaringan..,neg,,,pos
"Gila udah dua kali daftar platinum, udah 2x juga d potong pulsanya, malah belom aktif juga,",,neg,,
Gimana sih udah 2 kali saya beli paket platinum nya tapi tetap tidak bisa nonton,,neg,,
Gua suka apk ini cuma untuk animenya kok gak ada anime donghua dan juga gak ada liga Inggris yaa aneh bet nii apk malah liga 3 yg ada konyol,,,neg,neg
Minimal iklan yg bisa di skip,,,neg,
Loading nya terlalu lama jd mls tolong di perbaiki lg,neg,,,neg
Erorr terus padahal udah pake langganan yg platinum nonton serigala terakhir gabisa bisa,neg,,,
Banyak erornya padahal sinyal udah bagus dan berlanganan tetep aja susah,neg,,,
